Date,GMDCLTD.NS,COALINDIA.NS,NMDC.NS
30-06-2016,59.8927002,150.9409637,13.52930927
01-07-2016,58.90525818,149.5424957,13.57976627
04-07-2016,60.19654083,153.3280487,13.63022423
05-07-2016,59.36100388,155.2570038,13.71671963
07-07-2016,59.01918793,152.1707001,13.78879642
08-07-2016,58.33557129,150.3140411,13.63743401
11-07-2016,59.36100388,154.7506561,13.86087608
12-07-2016,58.56344604,152.8940277,13.93295574
13-07-2016,62.133461,156.2697296,14.08432102
14-07-2016,64.48814392,156.5590668,13.91854095
15-07-2016,62.85506058,153.7621002,13.7599659
18-07-2016,63.99441528,155.1123657,13.68788433
19-07-2016,62.20941925,153.8103027,13.61580753
20-07-2016,61.52580261,158.7773438,13.59418297
21-07-2016,61.33590698,160.7545624,13.8464613
22-07-2016,61.8676033,159.8383026,14.14198685
25-07-2016,62.133461,160.9474335,14.37985039
26-07-2016,61.25993729,157.9093781,14.37985039
27-07-2016,60.8801651,156.993042,14.45193005
28-07-2016,61.75367355,159.1149292,14.88440514
29-07-2016,60.27249146,158.1745758,14.41588783
01-08-2016,61.82962418,157.4271088,14.74745274
02-08-2016,65.28570557,155.7874451,14.53842449
03-08-2016,63.42474365,157.2824249,14.41588783
04-08-2016,64.67804718,156.0044861,14.71862507
05-08-2016,65.20974731,158.8497162,14.77628326
08-08-2016,64.82995605,160.0794067,14.66816521
09-08-2016,64.56410217,162.5870361,14.60329437
10-08-2016,63.80452347,162.9729004,14.41588783
11-08-2016,63.50069046,162.9005127,14.42309475
12-08-2016,63.61462402,162.9729004,14.5960865
16-08-2016,63.61462402,162.9005127,14.41588783
17-08-2016,64.7539978,167.7228851,14.93485928
18-08-2016,64.82995605,163.5033417,15.38175297
19-08-2016,65.9693222,161.1403198,15.70610809
22-08-2016,68.39998627,161.5020142,15.74215126
23-08-2016,68.36199188,162.3459625,15.71331692
24-08-2016,69.00764465,161.043869,15.64844608
25-08-2016,68.39998627,159.7659607,15.48987198
26-08-2016,68.21008301,160.7304077,15.22317696
29-08-2016,68.89369965,160.9956665,15.57636738
30-08-2016,74.32467651,161.381424,15.59078312
31-08-2016,73.56509399,160.8269043,15.56915569
01-09-2016,71.13446808,162.9969635,15.34571266
02-09-2016,70.45083618,160.2481689,15.5114975
06-09-2016,69.9950943,158.5845032,15.42500401
07-09-2016,70.98252106,159.6212463,16.49898529
08-09-2016,70.75466919,160.3687592,16.16742134
09-09-2016,71.4382782,160.2000122,15.97280693
12-09-2016,69.04561615,159.3560638,15.07181358
14-09-2016,69.88114929,156.4143982,14.98531532
15-09-2016,70.07103729,156.1250305,14.81953621
16-09-2016,69.50135803,156.510849,14.56725407
19-09-2016,69.76721954,158.3192749,14.89161301
20-09-2016,69.12156677,158.7773438,14.84115696
21-09-2016,69.51431274,159.6212463,14.77628326
22-09-2016,69.08229065,157.9093781,14.86998844
23-09-2016,67.55063629,158.3674316,15.17992973
26-09-2016,67.31499481,160.3205109,15.23038387
27-09-2016,68.45391846,160.4651947,15.32408905
28-09-2016,69.47503662,158.3916016,15.82864952
29-09-2016,66.490242,158.0057831,14.75466061
30-09-2016,66.09750366,155.425827,15.25200748
03-10-2016,67.58989716,158.1263733,15.61961555
04-10-2016,68.41464996,154.8471069,15.98001289
05-10-2016,72.57765198,154.9194336,16.10975456
06-10-2016,73.79512787,153.6174011,16.65756035
07-10-2016,76.15155029,153.7379761,16.98192024
10-10-2016,78.03668976,153.7862091,17.09724426
13-10-2016,75.95518494,152.1465759,16.89542007
14-10-2016,76.34791565,150.9651184,16.92425346
17-10-2016,81.29639435,150.0970459,16.63593292
18-10-2016,82.31750488,150.7239227,16.82333946
19-10-2016,81.6498642,150.7239227,17.59459114
20-10-2016,80.23602295,150.7481079,18.08472824
21-10-2016,81.29639435,151.0856476,17.83245277
24-10-2016,84.51683044,154.9194336,17.64504814
25-10-2016,83.2600708,154.1478882,17.70991898
26-10-2016,85.65577698,153.9790802,17.34951973
27-10-2016,84.79174042,152.5323334,17.74595833
28-10-2016,87.14816284,156.6313782,18.89922714
01-11-2016,90.29005432,159.163147,19.9443779
02-11-2016,89.54385376,158.1504669,19.92996597
03-11-2016,86.99107361,157.6923218,19.25241661
04-11-2016,81.45349884,152.3394775,18.27934456
07-11-2016,82.63169861,153.9790802,18.36584091
08-11-2016,82.74951172,152.8940277,18.37304878
09-11-2016,81.96404266,152.8940277,17.88290977
10-11-2016,81.84622192,160.6821899,18.80552864
11-11-2016,80.39309692,156.2697296,18.14239693
15-11-2016,77.60467529,151.2543945,16.96749878
16-11-2016,77.32976532,150.9651184,16.56385612
17-11-2016,75.28752899,147.9751892,16.85217285
18-11-2016,75.36608124,147.9028625,16.41249275
21-11-2016,71.71363068,145.0335236,15.65565395
22-11-2016,74.85552216,146.3114624,16.40528107
23-11-2016,78.7436142,146.6249084,16.571064
24-11-2016,80.78583527,144.8406219,17.24861145
25-11-2016,82.23896027,146.7213593,17.62342262
28-11-2016,81.53204346,147.0348358,17.68829346
29-11-2016,83.41717529,148.7226257,17.47926331
30-11-2016,83.49572754,148.8191071,17.60179901
01-12-2016,79.4897995,147.7099457,16.97471237
02-12-2016,78.9006958,147.492981,16.78009415
05-12-2016,78.39015198,147.2518463,17.68108749
06-12-2016,77.17266846,147.4206085,17.82524681
07-12-2016,77.76176453,147.2277374,17.81082726
08-12-2016,77.76176453,150.506958,18.53162384
09-12-2016,79.41126251,147.7823029,18.24330521
12-12-2016,80.66802216,147.2277374,18.59649467
13-12-2016,79.21489716,147.5411682,18.49558449
14-12-2016,76.42647552,140.8139496,18.43071365
15-12-2016,75.40534973,139.9217834,18.7406559
16-12-2016,73.91296387,139.0055542,18.40188026
19-12-2016,72.77402496,138.5715485,18.42350388
20-12-2016,72.45983124,140.1387787,18.13518906
21-12-2016,73.755867,140.9104156,18.1496048
22-12-2016,72.30273438,138.716217,17.7820015
23-12-2016,71.94927979,138.8126678,17.74595833
26-12-2016,70.37832642,137.4382782,17.15491104
27-12-2016,70.69251251,139.3430939,17.56575775
28-12-2016,71.28161621,142.3571014,17.4576416
29-12-2016,71.08525848,144.0208282,17.73154259
30-12-2016,71.87072754,144.6718597,17.78920937
02-01-2017,73.08821106,144.6959534,18.48116684
03-01-2017,74.30568695,147.2277374,18.77669525
04-01-2017,74.73770142,147.6376495,19.35333252
05-01-2017,79.21489716,148.674469,19.4542408
06-01-2017,77.72249603,147.6617737,19.59840012
09-01-2017,77.5654068,144.6718597,19.62002373
10-01-2017,79.72545624,144.9612274,19.90113449
11-01-2017,83.57426453,152.7975769,20.25432396
12-01-2017,85.1059494,151.0374298,20.04529381
13-01-2017,88.40493011,151.9054565,20.75167084
16-01-2017,88.32637787,151.3267517,20.80212784
17-01-2017,89.26894379,148.0475464,20.62913704
18-01-2017,89.26894379,148.8673859,21.0327816
19-01-2017,91.07552338,148.2163086,21.09044266
20-01-2017,88.24782562,146.4561462,20.39848328
23-01-2017,91.23262024,146.3114624,20.95349503
24-01-2017,92.17518616,149.2290039,21.19136047
25-01-2017,92.17518616,152.9664154,20.9102459
27-01-2017,93.43193817,153.2316284,21.1048584
30-01-2017,94.57087708,151.7608032,21.00395203
31-01-2017,91.74319458,149.10849,20.737257
01-02-2017,94.80653381,150.9651184,21.501297
02-02-2017,94.21742249,154.5336761,21.34992981
03-02-2017,92.99994659,157.2824249,21.39318085
06-02-2017,94.41378784,156.7519684,21.22739792
07-02-2017,94.3352356,151.9295349,21.16973114
08-02-2017,89.54385376,155.1605835,20.94628525
09-02-2017,93.35340881,155.3534546,21.29947662
10-02-2017,91.11480713,156.4867706,21.00395203
13-02-2017,90.68278503,154.7506561,20.88141251
14-02-2017,89.62239075,154.413147,20.03087807
15-02-2017,86.63761902,154.2925415,19.58398438
16-02-2017,89.74022675,153.4968109,19.71372604
17-02-2017,91.11480713,152.508255,19.63443565
20-02-2017,93.11776733,154.2684479,20.16782761
21-02-2017,91.9788208,154.1237335,20.64355278
22-02-2017,91.07552338,158.3433533,20.47777176
23-02-2017,91.50754547,158.0299072,20.4705658
27-02-2017,92.72502136,159.1149292,20.81654358
28-02-2017,93.86396027,155.2329102,21.65987206
01-03-2017,93.27484894,154.413147,21.65987206
02-03-2017,91.31116486,154.9917755,20.93186951
03-03-2017,90.2115097,154.9194336,21.07602692
06-03-2017,90.05441284,155.7151184,21.11927605
07-03-2017,90.29005432,155.6669159,21.22739792
08-03-2017,89.22966003,154.413147,20.31919289
09-03-2017,88.83692932,153.4004211,20.297575
10-03-2017,88.64056396,152.5323334,20.16061974
14-03-2017,89.26894379,151.1995239,20.04529381
15-03-2017,89.11184692,150.0461121,20.27594566
16-03-2017,89.97586823,149.6616669,20.6955719
17-03-2017,91.31116486,148.2775574,20.76303673
20-03-2017,90.60425568,149.5847778,20.59813118
21-03-2017,89.11184692,149.8154297,20.51568031
22-03-2017,92.01809692,149.7641602,20.03595352
23-03-2017,95.7883606,151.6865387,20.31329536
24-03-2017,96.6523819,152.686142,20.53816605
27-03-2017,96.73093414,149.430954,20.05094528
28-03-2017,97.5164032,148.8414459,20.0809288
29-03-2017,98.18404388,150.7637787,20.06593704
30-03-2017,97.83059692,148.4056854,19.80359077
31-03-2017,96.10255432,150.0204926,19.95350075
03-04-2017,97.35929871,151.2252045,20.05094528
05-04-2017,100.6190186,148.6876373,20.40324402
06-04-2017,99.36226654,146.8165436,20.55315781
07-04-2017,97.71277618,145.5349884,20.26832008
